genome1,genome2,chr1,chr2,blkID,startBp1,endBp1,startOrd1,endOrd1,firstGene1,lastGene1,nHits1,minBp2,maxBp2,minOrd2,maxOrd2,minGene2,maxGene2,nHits2,orient,startBp2,endBp2,startOrd2,endOrd2,firstGene2,lastGene2,refChr,refGenome
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 136_1,35226415,37123835,11805,11843,0_11803,0_11841,24,11369075,12119424,5963,5997,1_15914,1_15948,24,+,11369075,12119424,5963,5997,1_15914,1_15948,CM056598.1,Tgra
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 137_1,38028674,39268212,11857,11872,0_11855,0_11870,8,30189613,30935612,6498,6519,1_16449,1_16470,8,+,30189613,30935612,6498,6519,1_16449,1_16470,CM056598.1,Tgra
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 140_1,44681449,45650483,11964,11985,0_11962,0_11983,12,45481383,45941591,6921,6939,1_16872,1_16890,12,+,45481383,45941591,6921,6939,1_16872,1_16890,CM056598.1,Tgra
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 144_1,56979702,69079312,12153,12330,0_12151,0_12328,24,34958771,38004251,6631,6713,1_16582,1_16664,24,+,34958771,38004251,6631,6713,1_16582,1_16664,CM056598.1,Tgra
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 147_1,69923395,70735837,12344,12354,0_12342,0_12352,7,32364424,32591729,6562,6569,1_16513,1_16520,7,+,32364424,32591729,6562,6569,1_16513,1_16520,CM056598.1,Tgra
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 148_1,71467671,71726996,12369,12376,0_12367,0_12374,5,28910344,29173957,6466,6470,1_16417,1_16421,5,+,28910344,29173957,6466,6470,1_16417,1_16421,CM056598.1,Tgra
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 149_1,73270386,74007750,12399,12409,0_12397,0_12407,8,48525709,49056918,7014,7023,1_16965,1_16974,8,+,48525709,49056918,7014,7023,1_16965,1_16974,CM056598.1,Tgra
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 151_1,79959191,80876839,12532,12548,0_12530,0_12546,7,1138479,1672790,5689,5707,1_15640,1_15658,7,+,1138479,1672790,5689,5707,1_15640,1_15658,CM056598.1,Tgra
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 154_1,85657949,85961583,12624,12633,0_12622,0_12631,9,21956814,22129567,6265,6274,1_16216,1_16225,9,+,21956814,22129567,6265,6274,1_16216,1_16225,CM056598.1,Tgra
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 157_1,90119802,90704578,12699,12710,0_12697,0_12708,10,48086338,48443020,6998,7010,1_16949,1_16961,10,+,48086338,48443020,6998,7010,1_16949,1_16961,CM056598.1,Tgra
Azeb,Sbro,HiC_scaffold_14.0,Lachesis_group12,Azeb_vs_Sbro: 164_1,25727566,26436839,13216,13225,0_13214,0_13223,7,39805758,40357901,16754,16764,1_7866,1_7876,7,+,39805758,40357901,16754,16764,1_7866,1_7876,CM056605.1,Tgra
Azeb,Sbro,HiC_scaffold_14.0,Lachesis_group12,Azeb_vs_Sbro: 165_1,27353352,28046945,13238,13250,0_13236,0_13248,11,26120951,26590612,16400,16417,1_7512,1_7529,11,+,26120951,26590612,16400,16417,1_7512,1_7529,CM056605.1,Tgra
Azeb,Sbro,HiC_scaffold_14.0,Lachesis_group12,Azeb_vs_Sbro: 166_1,29934055,31582560,13267,13297,0_13265,0_13295,17,1322772,1827669,15820,15838,1_6932,1_6950,17,+,1322772,1827669,15820,15838,1_6932,1_6950,CM056605.1,Tgra
Azeb,Sbro,HiC_scaffold_14.0,Lachesis_group12,Azeb_vs_Sbro: 168_1,37138358,48237076,13391,13496,0_13389,0_13494,17,32211630,39789265,16575,16752,1_7687,1_7864,17,+,32211630,39789265,16575,16752,1_7687,1_7864,CM056605.1,Tgra
Azeb,Sbro,HiC_scaffold_14.0,Lachesis_group12,Azeb_vs_Sbro: 170_1,50665996,68424867,13533,13819,0_13531,0_13817,20,22140027,24145738,16298,16342,1_7410,1_7454,20,+,22140027,24145738,16298,16342,1_7410,1_7454,CM056605.1,Tgra
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group13,Azeb_vs_Sbro: 179_1,21266746,22565057,14555,14578,0_14553,0_14576,11,1225457,2482323,16867,16898,1_7979,1_8010,11,+,1225457,2482323,16867,16898,1_7979,1_8010,CM056602.1,Tgra
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group13,Azeb_vs_Sbro: 212_1,123894857,124456199,16350,16361,0_16348,0_16359,7,26610427,26933290,17564,17576,1_8676,1_8688,7,+,26610427,26933290,17564,17576,1_8676,1_8688,CM056602.1,Tgra
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group13,Azeb_vs_Sbro: 215_1,139099167,139414715,16633,16638,0_16631,0_16636,6,10334032,10551346,17111,17118,1_8223,1_8230,6,+,10334032,10551346,17111,17118,1_8223,1_8230,CM056602.1,Tgra
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 177_1,14486428,16989255,14430,14479,0_14428,0_14477,21,20645997,22813743,8837,8895,1_18788,1_18846,21,+,20645997,22813743,8837,8895,1_18788,1_18846,CM056599.1,Tgra
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 178_1,17113211,17847187,14481,14492,0_14479,0_14490,7,43162385,43880672,9472,9488,1_19423,1_19439,7,+,43162385,43880672,9472,9488,1_19423,1_19439,CM056599.1,Tgra
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 181_1,25788582,26524167,14630,14642,0_14628,0_14640,7,14689080,15197791,8673,8681,1_18624,1_18632,7,+,14689080,15197791,8673,8681,1_18624,1_18632,CM056599.1,Tgra
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 185_1,39415961,42523641,14852,14910,0_14850,0_14908,9,4140437,4649388,8366,8385,1_18317,1_18336,9,+,4140437,4649388,8366,8385,1_18317,1_18336,CM056599.1,Tgra
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 188_1,46202684,47254084,14986,15005,0_14984,0_15003,12,15279089,15875723,8685,8706,1_18636,1_18657,12,+,15279089,15875723,8685,8706,1_18636,1_18657,CM056599.1,Tgra
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 191_1,50564456,51097448,15068,15085,0_15066,0_15082,6,40812064,41041355,9402,9410,1_19353,1_19361,6,+,40812064,41041355,9402,9410,1_19353,1_19361,CM056599.1,Tgra
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 193_1,53803336,54696097,15123,15138,0_15121,0_15136,11,5279393,5787058,8402,8415,1_18353,1_18366,11,+,5279393,5787058,8402,8415,1_18353,1_18366,CM056599.1,Tgra
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 197_1,68391973,73233078,15368,15468,0_15366,0_15466,35,37050224,39690299,9283,9359,1_19234,1_19310,35,+,37050224,39690299,9283,9359,1_19234,1_19310,CM056599.1,Tgra
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 200_1,77422955,78726779,15525,15548,0_15523,0_15546,13,21623702,22425897,8865,8884,1_18816,1_18835,13,+,21623702,22425897,8865,8884,1_18816,1_18835,CM056599.1,Tgra
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 206_1,115814505,117364758,16211,16240,0_16209,0_16238,16,19533538,20564387,8804,8834,1_18755,1_18785,16,+,19533538,20564387,8804,8834,1_18755,1_18785,CM056599.1,Tgra
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 207_1,117664392,117969448,16248,16253,0_16246,0_16251,6,27187296,27434696,9003,9011,1_18954,1_18962,6,+,27187296,27434696,9003,9011,1_18954,1_18962,CM056599.1,Tgra
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 209_1,119118170,120030584,16269,16284,0_16267,0_16282,9,35631682,36035079,9245,9254,1_19196,1_19205,9,+,35631682,36035079,9245,9254,1_19196,1_19205,CM056599.1,Tgra
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 211_1,121406374,122483734,16306,16326,0_16304,0_16324,10,24473011,24981485,8925,8939,1_18876,1_18890,10,+,24473011,24981485,8925,8939,1_18876,1_18890,CM056599.1,Tgra
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 214_1,127393365,127885949,16403,16414,0_16401,0_16412,9,18621557,19322593,8783,8796,1_18734,1_18747,9,+,18621557,19322593,8783,8796,1_18734,1_18747,CM056599.1,Tgra
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 220_1,6454441,6802738,16852,16859,0_16850,0_16857,7,13476006,13725211,3234,3241,1_13194,1_13201,7,+,13476006,13725211,3234,3241,1_13194,1_13201,CM056595.1,Tgra
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 221_1,11888941,12429702,16944,16956,0_16942,0_16954,10,33484573,33905628,3882,3893,1_13840,1_13851,10,+,33484573,33905628,3882,3893,1_13840,1_13851,CM056595.1,Tgra
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 223_1,18922436,19166574,17047,17053,0_17045,0_17051,6,29400641,29546625,3730,3736,1_13690,1_13696,6,+,29400641,29546625,3730,3736,1_13690,1_13696,CM056595.1,Tgra
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 234_1,43678743,49838381,17485,17533,0_17483,0_17531,22,42763097,45607404,4151,4236,1_14109,1_14194,22,+,42763097,45607404,4151,4236,1_14109,1_14194,CM056595.1,Tgra
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 238_1,59147604,60627860,17709,17729,0_17707,0_17727,11,18437894,18934827,3384,3406,1_13344,1_13366,11,+,18437894,18934827,3384,3406,1_13344,1_13366,CM056595.1,Tgra
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 239_1,63231592,65054382,17773,17800,0_17771,0_17798,18,15728221,16572822,3289,3317,1_13249,1_13277,18,+,15728221,16572822,3289,3317,1_13249,1_13277,CM056595.1,Tgra
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 243_1,75238403,75525565,17982,17991,0_17980,0_17989,8,19346433,19576407,3416,3426,1_13376,1_13386,8,+,19346433,19576407,3416,3426,1_13376,1_13386,CM056595.1,Tgra
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 245_1,85911967,86693870,18168,18179,0_18166,0_18177,7,2806640,3273140,2930,2938,1_12890,1_12898,7,+,2806640,3273140,2930,2938,1_12890,1_12898,CM056595.1,Tgra
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 246_1,88258855,89093509,18205,18217,0_18203,0_18215,6,12157986,12499807,3203,3210,1_13163,1_13170,6,+,12157986,12499807,3203,3210,1_13163,1_13170,CM056595.1,Tgra
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 248_1,92199370,95129559,18271,18336,0_18269,0_18334,15,27249770,29137436,3674,3718,1_13634,1_13678,15,+,27249770,29137436,3674,3718,1_13634,1_13678,CM056595.1,Tgra
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 250_1,102744327,103278680,18452,18459,0_18450,0_18457,7,46121545,46597573,4261,4273,1_14219,1_14231,7,+,46121545,46597573,4261,4273,1_14219,1_14231,CM056595.1,Tgra
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 253_1,108018216,108571319,18557,18571,0_18555,0_18570,15,31377924,31820930,3805,3827,1_13764,1_13786,15,+,31377924,31820930,3805,3827,1_13764,1_13786,CM056595.1,Tgra
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 254_1,108952664,112125344,18580,18627,0_18578,0_18625,9,21539239,21682628,3489,3497,1_13449,1_13457,9,+,21539239,21682628,3489,3497,1_13449,1_13457,CM056595.1,Tgra
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 241_1,68616502,69077627,17861,17874,0_17859,0_17872,7,885634,1062550,2876,2882,1_12836,1_12842,7,+,885634,1062550,2876,2882,1_12836,1_12842,JARBDR010000205.1,Tgra
Azeb,Sbro,HiC_scaffold_17.0,Lachesis_group14,Azeb_vs_Sbro: 255_1,29108276,29986958,19054,19074,0_19052,0_19072,9,32979053,34368735,18718,18767,1_9827,1_9876,9,+,32979053,34368735,18718,18767,1_9827,1_9876,CM056608.1,Tgra
Azeb,Sbro,HiC_scaffold_17.0,Lachesis_group14,Azeb_vs_Sbro: 258_1,73030642,79628028,19672,19782,0_19670,0_19780,17,5739370,9658384,18104,18198,1_9213,1_9307,17,+,5739370,9658384,18104,18198,1_9213,1_9307,CM056608.1,Tgra
Azeb,Sbro,HiC_scaffold_18.0,Lachesis_group8,Azeb_vs_Sbro: 262_1,8298718,16088888,19991,20117,0_19989,0_20115,28,13586684,16538468,11240,11337,1_21191,1_21288,28,+,13586684,16538468,11240,11337,1_21191,1_21288,CM056603.1,Tgra
Azeb,Sbro,HiC_scaffold_18.0,Lachesis_group8,Azeb_vs_Sbro: 265_1,20023880,21835311,20170,20196,0_20168,0_20194,17,1745060,2612994,10883,10908,1_20834,1_20859,17,+,1745060,2612994,10883,10908,1_20834,1_20859,CM056603.1,Tgra
Azeb,Sbro,HiC_scaffold_18.0,Lachesis_group8,Azeb_vs_Sbro: 267_1,26012592,26787351,20234,20247,0_20232,0_20245,9,32832015,33223492,11794,11809,1_21745,1_21760,9,+,32832015,33223492,11794,11809,1_21745,1_21760,CM056603.1,Tgra
Azeb,Sbro,HiC_scaffold_18.0,Lachesis_group8,Azeb_vs_Sbro: 271_1,39657848,42527103,20455,20500,0_20453,0_20498,23,11113919,12606349,11178,11214,1_21129,1_21165,23,+,11113919,12606349,11178,11214,1_21129,1_21165,CM056603.1,Tgra
Azeb,Sbro,HiC_scaffold_18.0,Lachesis_group8,Azeb_vs_Sbro: 272_1,46960903,48892305,20563,20591,0_20561,0_20589,11,22306543,22920731,11473,11490,1_21424,1_21441,11,+,22306543,22920731,11473,11490,1_21424,1_21441,CM056603.1,Tgra
Azeb,Sbro,HiC_scaffold_18.0,Lachesis_group8,Azeb_vs_Sbro: 273_1,50428391,50880585,20620,20627,0_20618,0_20625,8,13941671,14257185,11246,11256,1_21197,1_21207,8,+,13941671,14257185,11246,11256,1_21197,1_21207,CM056603.1,Tgra
Azeb,Sbro,HiC_scaffold_18.0,Lachesis_group8,Azeb_vs_Sbro: 274_1,52751725,53196686,20651,20659,0_20649,0_20657,8,4273233,4640143,10965,10974,1_20916,1_20925,8,+,4273233,4640143,10965,10974,1_20916,1_20925,CM056603.1,Tgra
Azeb,Sbro,HiC_scaffold_18.0,Lachesis_group8,Azeb_vs_Sbro: 276_1,55737083,56807459,20708,20728,0_20706,0_20726,13,44313593,44866827,12112,12128,1_22061,1_22077,13,+,44313593,44866827,12112,12128,1_22061,1_22077,CM056603.1,Tgra
Azeb,Sbro,HiC_scaffold_18.0,Lachesis_group8,Azeb_vs_Sbro: 278_1,61637913,62332068,20800,20814,0_20798,0_20812,11,3039668,3502581,10926,10943,1_20877,1_20894,11,+,3039668,3502581,10926,10943,1_20877,1_20894,CM056603.1,Tgra
Azeb,Sbro,HiC_scaffold_18.0,Lachesis_group8,Azeb_vs_Sbro: 281_1,67187393,79969570,20898,21121,0_20896,0_21119,15,26817243,27632799,11590,11616,1_21541,1_21567,15,+,26817243,27632799,11590,11616,1_21541,1_21567,CM056603.1,Tgra
Azeb,Sbro,HiC_scaffold_18.0,Lachesis_group8,Azeb_vs_Sbro: 283_1,71768952,72163786,20984,20991,0_20982,0_20989,6,31916753,32136793,11769,11776,1_21720,1_21727,6,+,31916753,32136793,11769,11776,1_21720,1_21727,CM056603.1,Tgra
Azeb,Sbro,HiC_scaffold_18.0,Lachesis_group8,Azeb_vs_Sbro: 284_1,74792131,75134055,21026,21033,0_21024,0_21031,5,1216222,1460816,10872,10879,1_20823,1_20830,5,+,1216222,1460816,10872,10879,1_20823,1_20830,CM056603.1,Tgra
Azeb,Sbro,HiC_scaffold_18.0,Lachesis_group8,Azeb_vs_Sbro: 286_1,80180846,89485724,21123,21275,0_21121,0_21273,35,7227960,9276564,11069,11132,1_21020,1_21083,35,+,7227960,9276564,11069,11132,1_21020,1_21083,CM056603.1,Tgra
Azeb,Sbro,HiC_scaffold_18.0,Lachesis_group8,Azeb_vs_Sbro: 287_1,86065761,87543707,21215,21242,0_21213,0_21240,5,20227878,20987746,11440,11452,1_21391,1_21403,5,+,20227878,20987746,11440,11452,1_21391,1_21403,CM056603.1,Tgra
Azeb,Sbro,HiC_scaffold_19.0,Lachesis_group7,Azeb_vs_Sbro: 290_1,13268623,14104329,21542,21554,0_21540,0_21552,6,24235781,24598181,10281,10295,1_20232,1_20246,6,+,24235781,24598181,10281,10295,1_20232,1_20246,CM056606.1,Tgra
Azeb,Sbro,HiC_scaffold_19.0,Lachesis_group7,Azeb_vs_Sbro: 293_1,21919698,23767174,21671,21707,0_21669,0_21705,12,34399448,35101585,10537,10556,1_20488,1_20507,12,+,34399448,35101585,10537,10556,1_20488,1_20507,CM056606.1,Tgra
Azeb,Sbro,HiC_scaffold_19.0,Lachesis_group7,Azeb_vs_Sbro: 294_1,35798841,40264126,21862,21947,0_21859,0_21945,11,284974,6488889,9585,9765,1_19536,1_19716,11,+,284974,6488889,9585,9765,1_19536,1_19716,CM056606.1,Tgra
Azeb,Sbro,HiC_scaffold_19.0,Lachesis_group7,Azeb_vs_Sbro: 295_1,47103451,67047282,22073,22341,0_22071,0_22339,20,26916396,32848777,10368,10508,1_20319,1_20459,20,+,26916396,32848777,10368,10508,1_20319,1_20459,CM056606.1,Tgra
Azeb,Sbro,HiC_scaffold_19.0,Lachesis_group7,Azeb_vs_Sbro: 299_1,81753138,82664407,22570,22594,0_22568,0_22592,11,31218073,31733006,10462,10479,1_20413,1_20430,11,+,31218073,31733006,10462,10479,1_20413,1_20430,CM056606.1,Tgra
Azeb,Sbro,HiC_scaffold_19.0,Lachesis_group7,Azeb_vs_Sbro: 301_1,88025100,96729625,22685,22797,0_22683,0_22795,12,7049950,9169843,9785,9836,1_19736,1_19787,12,+,7049950,9169843,9785,9836,1_19736,1_19787,CM056606.1,Tgra
Azeb,Sbro,HiC_scaffold_2.0,Lachesis_group10,Azeb_vs_Sbro: 10_1,30701252,36372396,1676,1775,0_1672,0_1771,15,21545417,22868409,13939,13990,1_5051,1_5102,15,+,21545417,22868409,13939,13990,1_5051,1_5102,CM056607.1,Tgra
Azeb,Sbro,HiC_scaffold_2.0,Lachesis_group10,Azeb_vs_Sbro: 14_1,57488064,74149581,2131,2355,0_2127,0_2351,27,12574725,15632493,13677,13746,1_4789,1_4858,27,+,12574725,15632493,13677,13746,1_4789,1_4858,CM056607.1,Tgra
Azeb,Sbro,HiC_scaffold_2.0,Lachesis_group10,Azeb_vs_Sbro: 19_1,85413098,91775534,2534,2621,0_2530,0_2617,13,37678793,39030327,14423,14473,1_5535,1_5585,13,+,37678793,39030327,14423,14473,1_5535,1_5585,CM056607.1,Tgra
Azeb,Sbro,HiC_scaffold_2.0,Lachesis_group10,Azeb_vs_Sbro: 5_1,17370752,18623467,1475,1501,0_1471,0_1497,11,37966156,38521279,14437,14454,1_5549,1_5566,11,+,37966156,38521279,14437,14454,1_5549,1_5566,CM056607.1,Tgra
