Orthogroup	Azeb	Sbro	Tgra
OG0018049	mikado.HiC_scaffold_1.0G589.1		
OG0018050	mikado.HiC_scaffold_1.0G596.1		
OG0018051	mikado.HiC_scaffold_1.0G598.1		
OG0018052	mikado.HiC_scaffold_1.0G616.1		
OG0018053	mikado.HiC_scaffold_1.0G619.1		
OG0018054	mikado.HiC_scaffold_1.0G622.1		
OG0018055	mikado.HiC_scaffold_1.0G623.1		
OG0018056	mikado.HiC_scaffold_1.0G625.1		
OG0018057	mikado.HiC_scaffold_1.0G627.1		
OG0018058	mikado.HiC_scaffold_1.0G628.1		
OG0018059	mikado.HiC_scaffold_1.0G629.1		
OG0018060	mikado.HiC_scaffold_1.0G645.1		
OG0018061	mikado.HiC_scaffold_1.0G671.1		
OG0018062	mikado.HiC_scaffold_1.0G676.1		
OG0018063	mikado.HiC_scaffold_1.0G700.1		
OG0018064	mikado.HiC_scaffold_1.0G725.1		
OG0018065	mikado.HiC_scaffold_1.0G752.1		
OG0018066	mikado.HiC_scaffold_1.0G770.1		
OG0018067	mikado.HiC_scaffold_1.0G779.1		
OG0018068	mikado.HiC_scaffold_1.0G791.1		
OG0018069	mikado.HiC_scaffold_1.0G793.1		
OG0018070	mikado.HiC_scaffold_1.0G824.1		
OG0018071	mikado.HiC_scaffold_1.0G839.1		
OG0018072	mikado.HiC_scaffold_1.0G866.1		
OG0018073	mikado.HiC_scaffold_1.0G867.1		
OG0018074	mikado.HiC_scaffold_1.0G868.1		
OG0018075	mikado.HiC_scaffold_1.0G893.1		
OG0018076	mikado.HiC_scaffold_1.0G903.1		
OG0018077	mikado.HiC_scaffold_1.0G912.1		
OG0018078	mikado.HiC_scaffold_1.0G913.1		
OG0018079	mikado.HiC_scaffold_1.0G916.1		
OG0018080	mikado.HiC_scaffold_1.0G927.1		
OG0018081	mikado.HiC_scaffold_1.0G930.1		
OG0018082	mikado.HiC_scaffold_1.0G944.1		
OG0018083	mikado.HiC_scaffold_1.0G963.1		
OG0018084	mikado.HiC_scaffold_1.0G968.1		
OG0018085	mikado.HiC_scaffold_1.0G969.1		
OG0018086	mikado.HiC_scaffold_1.0G973.1		
OG0018087	mikado.HiC_scaffold_1.0G982.1		
OG0018088	mikado.HiC_scaffold_1.0G987.1		
OG0018089	mikado.HiC_scaffold_1.0G1022.1		
OG0018090	mikado.HiC_scaffold_1.0G1024.1		
OG0018091	mikado.HiC_scaffold_1.0G1029.1		
OG0018092	mikado.HiC_scaffold_1.0G1051.1		
OG0018093	mikado.HiC_scaffold_1.0G1054.1		
OG0018094	mikado.HiC_scaffold_1.0G1094.1		
OG0018095	mikado.HiC_scaffold_1.0G1095.1		
OG0018096	mikado.HiC_scaffold_1.0G1110.1		
OG0018097	mikado.HiC_scaffold_1.0G1119.1		
OG0018098	mikado.HiC_scaffold_2.0G5.1		
OG0018099	mikado.HiC_scaffold_2.0G8.1		
OG0018100	mikado.HiC_scaffold_2.0G17.1		
OG0018101	mikado.HiC_scaffold_2.0G18.1		
OG0018102	mikado.HiC_scaffold_2.0G25.1		
OG0018103	mikado.HiC_scaffold_2.0G31.1		
OG0018104	mikado.HiC_scaffold_2.0G34.1		
OG0018105	mikado.HiC_scaffold_2.0G35.1		
OG0018106	mikado.HiC_scaffold_2.0G43.1		
OG0018107	mikado.HiC_scaffold_2.0G64.1		
OG0018108	mikado.HiC_scaffold_2.0G76.1		
OG0018109	mikado.HiC_scaffold_2.0G78.1		
OG0018110	mikado.HiC_scaffold_2.0G124.1		
OG0018111	mikado.HiC_scaffold_2.0G130.1		
OG0018112	mikado.HiC_scaffold_2.0G146.1		
OG0018113	mikado.HiC_scaffold_2.0G156.1		
OG0018114	mikado.HiC_scaffold_2.0G160.1		
OG0018115	mikado.HiC_scaffold_2.0G162.1		
OG0018116	mikado.HiC_scaffold_2.0G179.1		
OG0018117	mikado.HiC_scaffold_2.0G182.1		
OG0018118	mikado.HiC_scaffold_2.0G188.1		
OG0018119	mikado.HiC_scaffold_2.0G189.1		
OG0018120	mikado.HiC_scaffold_2.0G200.1		
OG0018121	mikado.HiC_scaffold_2.0G208.1		
OG0018122	mikado.HiC_scaffold_2.0G254.1		
OG0018123	mikado.HiC_scaffold_2.0G258.1		
OG0018124	mikado.HiC_scaffold_2.0G259.1		
OG0018125	mikado.HiC_scaffold_2.0G272.1		
OG0018126	mikado.HiC_scaffold_2.0G278.1		
OG0018127	mikado.HiC_scaffold_2.0G280.1		
OG0018128	mikado.HiC_scaffold_2.0G285.1		
OG0018129	mikado.HiC_scaffold_2.0G295.1		
OG0018130	mikado.HiC_scaffold_2.0G308.1		
OG0018131	mikado.HiC_scaffold_2.0G331.1		
OG0018132	mikado.HiC_scaffold_2.0G337.1		
OG0018133	mikado.HiC_scaffold_2.0G353.1		
OG0018134	mikado.HiC_scaffold_2.0G355.1		
OG0018135	mikado.HiC_scaffold_2.0G365.1		
OG0018136	mikado.HiC_scaffold_2.0G373.1		
OG0018137	mikado.HiC_scaffold_2.0G397.1		
OG0018138	mikado.HiC_scaffold_2.0G426.1		
OG0018139	mikado.HiC_scaffold_2.0G427.1		
OG0018140	mikado.HiC_scaffold_2.0G457.1		
OG0018141	mikado.HiC_scaffold_2.0G464.1		
OG0018142	mikado.HiC_scaffold_2.0G468.1		
OG0018143	mikado.HiC_scaffold_2.0G488.1		
OG0018144	mikado.HiC_scaffold_2.0G497.1		
OG0018145	mikado.HiC_scaffold_2.0G507.1		
OG0018146	mikado.HiC_scaffold_2.0G508.1		
OG0018147	mikado.HiC_scaffold_2.0G527.1		
OG0018148	mikado.HiC_scaffold_2.0G528.1		
OG0018149	mikado.HiC_scaffold_2.0G530.1		
OG0018150	mikado.HiC_scaffold_2.0G538.1		
OG0018151	mikado.HiC_scaffold_2.0G543.1		
OG0018152	mikado.HiC_scaffold_2.0G558.1		
OG0018153	mikado.HiC_scaffold_2.0G559.1		
OG0018154	mikado.HiC_scaffold_2.0G561.1		
OG0018155	mikado.HiC_scaffold_2.0G565.1		
OG0018156	mikado.HiC_scaffold_2.0G566.1		
OG0018157	mikado.HiC_scaffold_2.0G567.1		
OG0018158	mikado.HiC_scaffold_2.0G568.1		
OG0018159	mikado.HiC_scaffold_2.0G569.1		
OG0018160	mikado.HiC_scaffold_2.0G595.1		
OG0018161	mikado.HiC_scaffold_2.0G599.1		
OG0018162	mikado.HiC_scaffold_2.0G602.1		
OG0018163	mikado.HiC_scaffold_2.0G619.1		
OG0018164	mikado.HiC_scaffold_2.0G620.1		
OG0018165	mikado.HiC_scaffold_2.0G621.1		
OG0018166	mikado.HiC_scaffold_2.0G623.1		
OG0018167	mikado.HiC_scaffold_2.0G625.1		
OG0018168	mikado.HiC_scaffold_2.0G626.1		
OG0018169	mikado.HiC_scaffold_2.0G639.1		
OG0018170	mikado.HiC_scaffold_2.0G646.1		
OG0018171	mikado.HiC_scaffold_2.0G684.1		
OG0018172	mikado.HiC_scaffold_2.0G691.1		
OG0018173	mikado.HiC_scaffold_2.0G725.1		
OG0018174	mikado.HiC_scaffold_2.0G729.1		
OG0018175	mikado.HiC_scaffold_2.0G731.1		
OG0018176	mikado.HiC_scaffold_2.0G732.1		
OG0018177	mikado.HiC_scaffold_2.0G747.1		
OG0018178	mikado.HiC_scaffold_2.0G770.1		
OG0018179	mikado.HiC_scaffold_2.0G771.1		
OG0018180	mikado.HiC_scaffold_2.0G772.1		
OG0018181	mikado.HiC_scaffold_2.0G783.1		
OG0018182	mikado.HiC_scaffold_2.0G784.1		
OG0018183	mikado.HiC_scaffold_2.0G810.1		
OG0018184	mikado.HiC_scaffold_2.0G814.1		
OG0018185	mikado.HiC_scaffold_2.0G815.1		
OG0018186	mikado.HiC_scaffold_2.0G836.1		
OG0018187	mikado.HiC_scaffold_2.0G841.1		
OG0018188	mikado.HiC_scaffold_2.0G871.1		
OG0018189	mikado.HiC_scaffold_2.0G895.1		
OG0018190	mikado.HiC_scaffold_2.0G896.1		
OG0018191	mikado.HiC_scaffold_2.0G916.1		
OG0018192	mikado.HiC_scaffold_2.0G928.1		
OG0018193	mikado.HiC_scaffold_2.0G956.1		
OG0018194	mikado.HiC_scaffold_2.0G959.1		
OG0018195	mikado.HiC_scaffold_2.0G967.1		
OG0018196	mikado.HiC_scaffold_2.0G979.1		
OG0018197	mikado.HiC_scaffold_2.0G989.1		
OG0018198	mikado.HiC_scaffold_2.0G1006.1		
OG0018199	mikado.HiC_scaffold_2.0G1009.1		
OG0018200	mikado.HiC_scaffold_2.0G1013.1		
OG0018201	mikado.HiC_scaffold_2.0G1022.1		
OG0018202	mikado.HiC_scaffold_2.0G1025.1		
OG0018203	mikado.HiC_scaffold_2.0G1036.1		
OG0018204	mikado.HiC_scaffold_2.0G1050.1		
OG0018205	mikado.HiC_scaffold_2.0G1065.1		
OG0018206	mikado.HiC_scaffold_2.0G1066.1		
OG0018207	mikado.HiC_scaffold_2.0G1081.1		
OG0018208	mikado.HiC_scaffold_2.0G1104.1		
OG0018209	mikado.HiC_scaffold_2.0G1112.1		
OG0018210	mikado.HiC_scaffold_2.0G1117.1		
OG0018211	mikado.HiC_scaffold_2.0G1118.1		
OG0018212	mikado.HiC_scaffold_2.0G1129.1		
OG0018213	mikado.HiC_scaffold_2.0G1136.1		
OG0018214	mikado.HiC_scaffold_2.0G1146.1		
OG0018215	mikado.HiC_scaffold_2.0G1151.1		
OG0018216	mikado.HiC_scaffold_2.0G1153.1		
OG0018217	mikado.HiC_scaffold_2.0G1165.1		
OG0018218	mikado.HiC_scaffold_2.0G1173.1		
OG0018219	mikado.HiC_scaffold_2.0G1191.1		
OG0018220	mikado.HiC_scaffold_2.0G1198.1		
OG0018221	mikado.HiC_scaffold_2.0G1204.1		
OG0018222	mikado.HiC_scaffold_2.0G1205.1		
OG0018223	mikado.HiC_scaffold_2.0G1208.1		
OG0018224	mikado.HiC_scaffold_2.0G1209.1		
OG0018225	mikado.HiC_scaffold_2.0G1215.1		
OG0018226	mikado.HiC_scaffold_2.0G1228.1		
OG0018227	mikado.HiC_scaffold_2.0G1233.1		
OG0018228	mikado.HiC_scaffold_2.0G1235.1		
OG0018229	mikado.HiC_scaffold_2.0G1241.1		
OG0018230	mikado.HiC_scaffold_2.0G1247.1		
OG0018231	mikado.HiC_scaffold_2.0G1288.1		
OG0018232	mikado.HiC_scaffold_2.0G1297.1		
OG0018233	mikado.HiC_scaffold_2.0G1305.1		
OG0018234	mikado.HiC_scaffold_2.0G1306.1		
OG0018235	mikado.HiC_scaffold_2.0G1312.1		
OG0018236	mikado.HiC_scaffold_2.0G1321.1		
OG0018237	mikado.HiC_scaffold_2.0G1322.1		
OG0018238	mikado.HiC_scaffold_2.0G1329.1		
OG0018239	mikado.HiC_scaffold_2.0G1331.1		
OG0018240	mikado.HiC_scaffold_2.0G1333.1		
OG0018241	mikado.HiC_scaffold_2.0G1334.1		
OG0018242	mikado.HiC_scaffold_2.0G1356.1		
OG0018243	mikado.HiC_scaffold_2.0G1365.1		
OG0018244	mikado.HiC_scaffold_2.0G1375.1		
OG0018245	mikado.HiC_scaffold_2.0G1377.1		
OG0018246	mikado.HiC_scaffold_2.0G1380.1		
OG0018247	mikado.HiC_scaffold_2.0G1383.1		
OG0018248	mikado.HiC_scaffold_2.0G1387.1		
OG0018249	mikado.HiC_scaffold_2.0G1393.1		
OG0018250	mikado.HiC_scaffold_2.0G1399.1		
OG0018251	mikado.HiC_scaffold_2.0G1403.1		
OG0018252	mikado.HiC_scaffold_2.0G1408.1		
OG0018253	mikado.HiC_scaffold_2.0G1420.1		
OG0018254	mikado.HiC_scaffold_2.0G1431.1		
OG0018255	mikado.HiC_scaffold_2.0G1454.1		
OG0018256	mikado.HiC_scaffold_2.0G1471.1		
OG0018257	mikado.HiC_scaffold_2.0G1484.1		
OG0018258	mikado.HiC_scaffold_2.0G1491.1		
OG0018259	mikado.HiC_scaffold_2.0G1493.1		
OG0018260	mikado.HiC_scaffold_2.0G1494.1		
OG0018261	mikado.HiC_scaffold_2.0G1508.1		
OG0018262	mikado.HiC_scaffold_2.0G1510.1		
OG0018263	mikado.HiC_scaffold_2.0G1518.1		
OG0018264	mikado.HiC_scaffold_2.0G1528.1		
OG0018265	mikado.HiC_scaffold_2.0G1530.1		
OG0018266	mikado.HiC_scaffold_3.0G1.1		
OG0018267	mikado.HiC_scaffold_3.0G3.1		
OG0018268	mikado.HiC_scaffold_3.0G24.1		
OG0018269	mikado.HiC_scaffold_3.0G25.1		
OG0018270	mikado.HiC_scaffold_3.0G31.1		
OG0018271	mikado.HiC_scaffold_3.0G39.1		
OG0018272	mikado.HiC_scaffold_3.0G64.1		
OG0018273	mikado.HiC_scaffold_3.0G86.1		
OG0018274	mikado.HiC_scaffold_3.0G92.1		
OG0018275	mikado.HiC_scaffold_3.0G101.1		
OG0018276	mikado.HiC_scaffold_3.0G109.1		
OG0018277	mikado.HiC_scaffold_3.0G125.1		
OG0018278	mikado.HiC_scaffold_3.0G130.1		
OG0018279	mikado.HiC_scaffold_3.0G137.1		
OG0018280	mikado.HiC_scaffold_3.0G138.1		
OG0018281	mikado.HiC_scaffold_3.0G161.1		
OG0018282	mikado.HiC_scaffold_3.0G162.1		
OG0018283	mikado.HiC_scaffold_3.0G165.1		
OG0018284	mikado.HiC_scaffold_3.0G171.1		
OG0018285	mikado.HiC_scaffold_3.0G179.1		
OG0018286	mikado.HiC_scaffold_3.0G181.1		
OG0018287	mikado.HiC_scaffold_3.0G184.1		
OG0018288	mikado.HiC_scaffold_3.0G185.1		
OG0018289	mikado.HiC_scaffold_3.0G188.1		
OG0018290	mikado.HiC_scaffold_3.0G204.1		
OG0018291	mikado.HiC_scaffold_3.0G205.1		
OG0018292	mikado.HiC_scaffold_3.0G206.1		
OG0018293	mikado.HiC_scaffold_3.0G218.1		
OG0018294	mikado.HiC_scaffold_3.0G226.1		
OG0018295	mikado.HiC_scaffold_3.0G233.1		
OG0018296	mikado.HiC_scaffold_3.0G241.1		
OG0018297	mikado.HiC_scaffold_3.0G242.1		
OG0018298	mikado.HiC_scaffold_3.0G257.1		
OG0018299	mikado.HiC_scaffold_3.0G268.1		
OG0018300	mikado.HiC_scaffold_3.0G276.1		
OG0018301	mikado.HiC_scaffold_3.0G283.1		
OG0018302	mikado.HiC_scaffold_3.0G284.1		
OG0018303	mikado.HiC_scaffold_3.0G289.1		
OG0018304	mikado.HiC_scaffold_3.0G305.1		
OG0018305	mikado.HiC_scaffold_3.0G313.1		
OG0018306	mikado.HiC_scaffold_3.0G317.1		
OG0018307	mikado.HiC_scaffold_3.0G341.1		
OG0018308	mikado.HiC_scaffold_3.0G349.1		
OG0018309	mikado.HiC_scaffold_3.0G380.1		
OG0018310	mikado.HiC_scaffold_3.0G422.1		
OG0018311	mikado.HiC_scaffold_3.0G433.1		
OG0018312	mikado.HiC_scaffold_3.0G448.1		
OG0018313	mikado.HiC_scaffold_3.0G502.1		
OG0018314	mikado.HiC_scaffold_3.0G503.1		
OG0018315	mikado.HiC_scaffold_3.0G504.1		
OG0018316	mikado.HiC_scaffold_3.0G513.1		
OG0018317	mikado.HiC_scaffold_3.0G524.1		
OG0018318	mikado.HiC_scaffold_3.0G549.1		
OG0018319	mikado.HiC_scaffold_3.0G558.1		
OG0018320	mikado.HiC_scaffold_3.0G567.1		
OG0018321	mikado.HiC_scaffold_3.0G577.1		
OG0018322	mikado.HiC_scaffold_3.0G582.1		
OG0018323	mikado.HiC_scaffold_3.0G589.1		
OG0018324	mikado.HiC_scaffold_3.0G594.1		
OG0018325	mikado.HiC_scaffold_3.0G596.1		
OG0018326	mikado.HiC_scaffold_3.0G630.1		
OG0018327	mikado.HiC_scaffold_3.0G641.1		
OG0018328	mikado.HiC_scaffold_3.0G647.1		
OG0018329	mikado.HiC_scaffold_3.0G659.1		
OG0018330	mikado.HiC_scaffold_3.0G662.1		
OG0018331	mikado.HiC_scaffold_3.0G672.1		
OG0018332	mikado.HiC_scaffold_3.0G676.1		
OG0018333	mikado.HiC_scaffold_3.0G681.1		
OG0018334	mikado.HiC_scaffold_3.0G682.1		
OG0018335	mikado.HiC_scaffold_3.0G683.1		
OG0018336	mikado.HiC_scaffold_3.0G685.1		
OG0018337	mikado.HiC_scaffold_3.0G694.1		
OG0018338	mikado.HiC_scaffold_3.0G702.1		
OG0018339	mikado.HiC_scaffold_3.0G704.1		
OG0018340	mikado.HiC_scaffold_3.0G705.1		
OG0018341	mikado.HiC_scaffold_3.0G715.1		
OG0018342	mikado.HiC_scaffold_3.0G717.1		
OG0018343	mikado.HiC_scaffold_3.0G731.1		
OG0018344	mikado.HiC_scaffold_3.0G744.1		
OG0018345	mikado.HiC_scaffold_3.0G753.1		
OG0018346	mikado.HiC_scaffold_3.0G766.1		
OG0018347	mikado.HiC_scaffold_3.0G768.1		
OG0018348	mikado.HiC_scaffold_3.0G779.1		
OG0018349	mikado.HiC_scaffold_3.0G783.1		
OG0018350	mikado.HiC_scaffold_3.0G798.1		
OG0018351	mikado.HiC_scaffold_3.0G801.1		
OG0018352	mikado.HiC_scaffold_3.0G804.1		
OG0018353	mikado.HiC_scaffold_3.0G815.1		
OG0018354	mikado.HiC_scaffold_3.0G824.1		
OG0018355	mikado.HiC_scaffold_3.0G825.1		
OG0018356	mikado.HiC_scaffold_3.0G826.1		
OG0018357	mikado.HiC_scaffold_3.0G827.1		
OG0018358	mikado.HiC_scaffold_3.0G848.1		
OG0018359	mikado.HiC_scaffold_3.0G859.1		
OG0018360	mikado.HiC_scaffold_3.0G867.1		
OG0018361	mikado.HiC_scaffold_3.0G892.1		
OG0018362	mikado.HiC_scaffold_3.0G894.1		
OG0018363	mikado.HiC_scaffold_3.0G901.1		
OG0018364	mikado.HiC_scaffold_3.0G931.1		
OG0018365	mikado.HiC_scaffold_3.0G940.1		
OG0018366	mikado.HiC_scaffold_3.0G951.1		
OG0018367	mikado.HiC_scaffold_3.0G963.1		
OG0018368	mikado.HiC_scaffold_3.0G979.1		
OG0018369	mikado.HiC_scaffold_3.0G1000.1		
OG0018370	mikado.HiC_scaffold_3.0G1037.1		
OG0018371	mikado.HiC_scaffold_3.0G1047.1		
OG0018372	mikado.HiC_scaffold_3.0G1059.1		
OG0018373	mikado.HiC_scaffold_4.0G6.1		
OG0018374	mikado.HiC_scaffold_4.0G15.1		
OG0018375	mikado.HiC_scaffold_4.0G16.1		
OG0018376	mikado.HiC_scaffold_4.0G21.1		
OG0018377	mikado.HiC_scaffold_4.0G23.1		
OG0018378	mikado.HiC_scaffold_4.0G27.1		
OG0018379	mikado.HiC_scaffold_4.0G28.1		
OG0018380	mikado.HiC_scaffold_4.0G32.1		
OG0018381	mikado.HiC_scaffold_4.0G39.1		
OG0018382	mikado.HiC_scaffold_4.0G43.1		
OG0018383	mikado.HiC_scaffold_4.0G44.1		
OG0018384	mikado.HiC_scaffold_4.0G50.1		
OG0018385	mikado.HiC_scaffold_4.0G67.1		
OG0018386	mikado.HiC_scaffold_4.0G83.1		
OG0018387	mikado.HiC_scaffold_4.0G84.1		
OG0018388	mikado.HiC_scaffold_4.0G92.1		
OG0018389	mikado.HiC_scaffold_4.0G93.1		
OG0018390	mikado.HiC_scaffold_4.0G96.1		
OG0018391	mikado.HiC_scaffold_4.0G110.1		
OG0018392	mikado.HiC_scaffold_4.0G166.1		
OG0018393	mikado.HiC_scaffold_4.0G184.1		
OG0018394	mikado.HiC_scaffold_4.0G202.1		
OG0018395	mikado.HiC_scaffold_4.0G215.1		
OG0018396	mikado.HiC_scaffold_4.0G222.1		
OG0018397	mikado.HiC_scaffold_4.0G248.1		
OG0018398	mikado.HiC_scaffold_4.0G266.1		
OG0018399	mikado.HiC_scaffold_4.0G273.1		
OG0018400	mikado.HiC_scaffold_4.0G311.1		
OG0018401	mikado.HiC_scaffold_4.0G312.1		
OG0018402	mikado.HiC_scaffold_4.0G316.1		
OG0018403	mikado.HiC_scaffold_4.0G329.1		
OG0018404	mikado.HiC_scaffold_4.0G342.1		
OG0018405	mikado.HiC_scaffold_4.0G345.1		
OG0018406	mikado.HiC_scaffold_4.0G347.1		
OG0018407	mikado.HiC_scaffold_4.0G376.1		
OG0018408	mikado.HiC_scaffold_4.0G377.1		
OG0018409	mikado.HiC_scaffold_4.0G395.1		
OG0018410	mikado.HiC_scaffold_4.0G406.1		
OG0018411	mikado.HiC_scaffold_4.0G414.1		
OG0018412	mikado.HiC_scaffold_4.0G417.1		
OG0018413	mikado.HiC_scaffold_4.0G427.1		
OG0018414	mikado.HiC_scaffold_4.0G431.1		
OG0018415	mikado.HiC_scaffold_4.0G441.1		
OG0018416	mikado.HiC_scaffold_4.0G442.1		
OG0018417	mikado.HiC_scaffold_4.0G452.1		
OG0018418	mikado.HiC_scaffold_4.0G470.1		
OG0018419	mikado.HiC_scaffold_4.0G471.1		
OG0018420	mikado.HiC_scaffold_4.0G477.1		
OG0018421	mikado.HiC_scaffold_4.0G502.1		
OG0018422	mikado.HiC_scaffold_4.0G508.1		
OG0018423	mikado.HiC_scaffold_4.0G519.1		
OG0018424	mikado.HiC_scaffold_4.0G528.1		
OG0018425	mikado.HiC_scaffold_4.0G532.1		
OG0018426	mikado.HiC_scaffold_4.0G552.1		
OG0018427	mikado.HiC_scaffold_4.0G580.1		
OG0018428	mikado.HiC_scaffold_4.0G581.1		
OG0018429	mikado.HiC_scaffold_4.0G583.1		
OG0018430	mikado.HiC_scaffold_4.0G605.1		
OG0018431	mikado.HiC_scaffold_4.0G606.1		
OG0018432	mikado.HiC_scaffold_4.0G619.1		
OG0018433	mikado.HiC_scaffold_4.0G630.1		
OG0018434	mikado.HiC_scaffold_4.0G631.1		
OG0018435	mikado.HiC_scaffold_4.0G632.1		
OG0018436	mikado.HiC_scaffold_4.0G637.1		
OG0018437	mikado.HiC_scaffold_4.0G647.1		
OG0018438	mikado.HiC_scaffold_4.0G648.1		
OG0018439	mikado.HiC_scaffold_4.0G651.1		
OG0018440	mikado.HiC_scaffold_4.0G652.1		
OG0018441	mikado.HiC_scaffold_4.0G671.1		
OG0018442	mikado.HiC_scaffold_4.0G690.1		
OG0018443	mikado.HiC_scaffold_4.0G702.1		
OG0018444	mikado.HiC_scaffold_4.0G714.1		
OG0018445	mikado.HiC_scaffold_4.0G739.1		
OG0018446	mikado.HiC_scaffold_4.0G746.1		
OG0018447	mikado.HiC_scaffold_4.0G761.1		
OG0018448	mikado.HiC_scaffold_4.0G772.1		
OG0018449	mikado.HiC_scaffold_4.0G773.1		
OG0018450	mikado.HiC_scaffold_4.0G774.1		
OG0018451	mikado.HiC_scaffold_4.0G777.1		
OG0018452	mikado.HiC_scaffold_4.0G779.1		
OG0018453	mikado.HiC_scaffold_4.0G783.1		
OG0018454	mikado.HiC_scaffold_4.0G789.1		
OG0018455	mikado.HiC_scaffold_4.0G822.1		
OG0018456	mikado.HiC_scaffold_4.0G848.1		
OG0018457	mikado.HiC_scaffold_4.0G851.1		
OG0018458	mikado.HiC_scaffold_4.0G854.1		
OG0018459	mikado.HiC_scaffold_4.0G873.1		
OG0018460	mikado.HiC_scaffold_4.0G916.1		
OG0018461	mikado.HiC_scaffold_4.0G918.1		
OG0018462	mikado.HiC_scaffold_4.0G919.1		
OG0018463	mikado.HiC_scaffold_4.0G923.1		
OG0018464	mikado.HiC_scaffold_4.0G936.1		
OG0018465	mikado.HiC_scaffold_4.0G937.1		
OG0018466	mikado.HiC_scaffold_4.0G942.1		
OG0018467	mikado.HiC_scaffold_4.0G943.1		
OG0018468	mikado.HiC_scaffold_4.0G947.1		
OG0018469	mikado.HiC_scaffold_4.0G950.1		
OG0018470	mikado.HiC_scaffold_4.0G967.1		
OG0018471	mikado.HiC_scaffold_4.0G968.1		
OG0018472	mikado.HiC_scaffold_4.0G989.1		
OG0018473	mikado.HiC_scaffold_4.0G1006.1		
OG0018474	mikado.HiC_scaffold_4.0G1013.1		
OG0018475	mikado.HiC_scaffold_4.0G1018.1		
OG0018476	mikado.HiC_scaffold_5.0G3.1		
OG0018477	mikado.HiC_scaffold_5.0G15.1		
OG0018478	mikado.HiC_scaffold_5.0G26.1		
OG0018479	mikado.HiC_scaffold_5.0G29.1		
OG0018480	mikado.HiC_scaffold_5.0G34.1		
OG0018481	mikado.HiC_scaffold_5.0G52.1		
OG0018482	mikado.HiC_scaffold_5.0G64.1		
OG0018483	mikado.HiC_scaffold_5.0G68.1		
